Month,State,Source,Unit,Installed_Capacity
2022-11-01,Gujarat,Diesel,MW,0
2022-11-01,Madhya Pradesh,Diesel,MW,0
2022-11-01,Maharashtra,Diesel,MW,0
2022-11-01,Andhra Pradesh,Diesel,MW,36.8
2022-11-01,Karnataka,Diesel,MW,25.2
2022-11-01,Kerala,Diesel,MW,159.96
2022-11-01,Lakshadweep,Diesel,MW,26.83
2022-11-01,Puducherry,Diesel,MW,0
2022-11-01,Tamil Nadu,Diesel,MW,211.7
2022-11-01,Telangana,Diesel,MW,0
2022-11-01,Arunachal Pradesh,Diesel,MW,0
2022-11-01,Assam,Diesel,MW,0
2022-11-01,Manipur,Diesel,MW,36
2022-11-01,Meghalaya,Diesel,MW,0
2022-11-01,Mizoram,Diesel,MW,0
2022-11-01,Nagaland,Diesel,MW,0
2022-11-01,Tripura,Diesel,MW,0
2022-12-01,Chandigarh,Diesel,MW,0
2022-12-01,Delhi,Diesel,MW,0
2022-12-01,Haryana,Diesel,MW,0
2022-12-01,Himachal Pradesh,Diesel,MW,0
2022-12-01,Jammu and Kashmir,Diesel,MW,0
2022-12-01,Ladakh,Diesel,MW,0
2022-12-01,Punjab,Diesel,MW,0
2022-12-01,Rajasthan,Diesel,MW,0
2022-12-01,Uttar Pradesh,Diesel,MW,0
2022-12-01,Uttarakhand,Diesel,MW,0
2022-12-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2022-12-01,Bihar,Diesel,MW,0
2022-12-01,Jharkhand,Diesel,MW,0
2022-12-01,Odisha,Diesel,MW,0
2022-12-01,Sikkim,Diesel,MW,0
2022-12-01,West Bengal,Diesel,MW,0
2022-12-01,Chhatisgarh,Diesel,MW,0
2022-12-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2022-12-01,Goa,Diesel,MW,0
2022-12-01,Gujarat,Diesel,MW,0
2022-12-01,Madhya Pradesh,Diesel,MW,0
2022-12-01,Maharashtra,Diesel,MW,0
2022-12-01,Andhra Pradesh,Diesel,MW,36.8
2022-12-01,Karnataka,Diesel,MW,25.2
2022-12-01,Kerala,Diesel,MW,159.96
2022-12-01,Lakshadweep,Diesel,MW,26.83
2022-12-01,Puducherry,Diesel,MW,0
2022-12-01,Tamil Nadu,Diesel,MW,211.7
2022-12-01,Telangana,Diesel,MW,0
2022-12-01,Arunachal Pradesh,Diesel,MW,0
2022-12-01,Assam,Diesel,MW,0
2022-12-01,Manipur,Diesel,MW,36
2022-12-01,Meghalaya,Diesel,MW,0
2022-12-01,Mizoram,Diesel,MW,0
2022-12-01,Nagaland,Diesel,MW,0
2022-12-01,Tripura,Diesel,MW,0
2023-01-01,Chandigarh,Diesel,MW,0
2023-01-01,Delhi,Diesel,MW,0
2023-01-01,Haryana,Diesel,MW,0
2023-01-01,Himachal Pradesh,Diesel,MW,0
2023-01-01,Jammu and Kashmir,Diesel,MW,0
2023-01-01,Ladakh,Diesel,MW,0
2023-01-01,Punjab,Diesel,MW,0
2023-01-01,Rajasthan,Diesel,MW,0
2023-01-01,Uttar Pradesh,Diesel,MW,0
2023-01-01,Uttarakhand,Diesel,MW,0
2023-01-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-01-01,Bihar,Diesel,MW,0
2023-01-01,Jharkhand,Diesel,MW,0
2023-01-01,Odisha,Diesel,MW,0
2023-01-01,Sikkim,Diesel,MW,0
2023-01-01,West Bengal,Diesel,MW,0
2023-01-01,Chhatisgarh,Diesel,MW,0
2023-01-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-01-01,Goa,Diesel,MW,0
2023-01-01,Gujarat,Diesel,MW,0
2023-01-01,Madhya Pradesh,Diesel,MW,0
2023-01-01,Maharashtra,Diesel,MW,0
2023-01-01,Andhra Pradesh,Diesel,MW,36.8
2023-01-01,Karnataka,Diesel,MW,25.2
2023-01-01,Kerala,Diesel,MW,159.96
2023-01-01,Lakshadweep,Diesel,MW,26.83
2023-01-01,Puducherry,Diesel,MW,0
2023-01-01,Tamil Nadu,Diesel,MW,211.7
2023-01-01,Telangana,Diesel,MW,0
2023-01-01,Arunachal Pradesh,Diesel,MW,0
2023-01-01,Assam,Diesel,MW,0
2023-01-01,Manipur,Diesel,MW,36
2023-01-01,Meghalaya,Diesel,MW,0
2023-01-01,Mizoram,Diesel,MW,0
2023-01-01,Nagaland,Diesel,MW,0
2023-01-01,Tripura,Diesel,MW,0
2023-02-01,Chandigarh,Diesel,MW,0
2023-02-01,Delhi,Diesel,MW,0
2023-02-01,Haryana,Diesel,MW,0
2023-02-01,Himachal Pradesh,Diesel,MW,0
2023-02-01,Jammu and Kashmir,Diesel,MW,0
2023-02-01,Ladakh,Diesel,MW,0
2023-02-01,Punjab,Diesel,MW,0
2023-02-01,Rajasthan,Diesel,MW,0
2023-02-01,Uttar Pradesh,Diesel,MW,0
2023-02-01,Uttarakhand,Diesel,MW,0
2023-02-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-02-01,Bihar,Diesel,MW,0
2023-02-01,Jharkhand,Diesel,MW,0
2023-02-01,Odisha,Diesel,MW,0
2023-02-01,Sikkim,Diesel,MW,0
2023-02-01,West Bengal,Diesel,MW,0
2023-02-01,Chhatisgarh,Diesel,MW,0
2023-02-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-02-01,Goa,Diesel,MW,0
2023-02-01,Gujarat,Diesel,MW,0
2023-02-01,Madhya Pradesh,Diesel,MW,0
2023-02-01,Maharashtra,Diesel,MW,0
2023-02-01,Andhra Pradesh,Diesel,MW,36.8
2023-02-01,Karnataka,Diesel,MW,25.2
2023-02-01,Kerala,Diesel,MW,159.96
2023-02-01,Lakshadweep,Diesel,MW,26.83
2023-02-01,Puducherry,Diesel,MW,0
2023-02-01,Tamil Nadu,Diesel,MW,211.7
2023-02-01,Telangana,Diesel,MW,0
2023-02-01,Arunachal Pradesh,Diesel,MW,0
2023-02-01,Assam,Diesel,MW,0
2023-02-01,Manipur,Diesel,MW,36
2023-02-01,Meghalaya,Diesel,MW,0
2023-02-01,Mizoram,Diesel,MW,0
2023-02-01,Nagaland,Diesel,MW,0
2023-02-01,Tripura,Diesel,MW,0
2023-03-01,Chandigarh,Diesel,MW,0
2023-03-01,Delhi,Diesel,MW,0
2023-03-01,Haryana,Diesel,MW,0
2023-03-01,Himachal Pradesh,Diesel,MW,0
2023-03-01,Jammu and Kashmir,Diesel,MW,0
2023-03-01,Ladakh,Diesel,MW,0
2023-03-01,Punjab,Diesel,MW,0
2023-03-01,Rajasthan,Diesel,MW,0
2023-03-01,Uttar Pradesh,Diesel,MW,0
2023-03-01,Uttarakhand,Diesel,MW,0
2023-03-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-03-01,Bihar,Diesel,MW,0
2023-03-01,Jharkhand,Diesel,MW,0
2023-03-01,Odisha,Diesel,MW,0
2023-03-01,Sikkim,Diesel,MW,0
2023-03-01,West Bengal,Diesel,MW,0
2023-03-01,Chhatisgarh,Diesel,MW,0
2023-03-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-03-01,Goa,Diesel,MW,0
2023-03-01,Gujarat,Diesel,MW,0
2023-03-01,Madhya Pradesh,Diesel,MW,0
2023-03-01,Maharashtra,Diesel,MW,0
2023-03-01,Andhra Pradesh,Diesel,MW,36.8
2023-03-01,Karnataka,Diesel,MW,25.2
2023-03-01,Kerala,Diesel,MW,159.96
2023-03-01,Lakshadweep,Diesel,MW,26.83
2023-03-01,Puducherry,Diesel,MW,0
2023-03-01,Tamil Nadu,Diesel,MW,211.7
2023-03-01,Telangana,Diesel,MW,0
2023-03-01,Arunachal Pradesh,Diesel,MW,0
2023-03-01,Assam,Diesel,MW,0
2023-03-01,Manipur,Diesel,MW,36
2023-03-01,Meghalaya,Diesel,MW,0
2023-03-01,Mizoram,Diesel,MW,0
2023-03-01,Nagaland,Diesel,MW,0
2023-03-01,Tripura,Diesel,MW,0
2023-04-01,Chandigarh,Diesel,MW,0
2023-04-01,Delhi,Diesel,MW,0
2023-04-01,Haryana,Diesel,MW,0
2023-04-01,Himachal Pradesh,Diesel,MW,0
2023-04-01,Jammu and Kashmir,Diesel,MW,0
2023-04-01,Ladakh,Diesel,MW,0
2023-04-01,Punjab,Diesel,MW,0
2023-04-01,Rajasthan,Diesel,MW,0
2023-04-01,Uttar Pradesh,Diesel,MW,0
2023-04-01,Uttarakhand,Diesel,MW,0
2023-04-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-04-01,Bihar,Diesel,MW,0
2023-04-01,Jharkhand,Diesel,MW,0
2023-04-01,Odisha,Diesel,MW,0
2023-04-01,Sikkim,Diesel,MW,0
2023-04-01,West Bengal,Diesel,MW,0
2023-04-01,Chhatisgarh,Diesel,MW,0
2023-04-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-04-01,Goa,Diesel,MW,0
2023-04-01,Gujarat,Diesel,MW,0
2023-04-01,Madhya Pradesh,Diesel,MW,0
2023-04-01,Maharashtra,Diesel,MW,0
2023-04-01,Andhra Pradesh,Diesel,MW,36.8
2023-04-01,Karnataka,Diesel,MW,25.2
2023-04-01,Kerala,Diesel,MW,159.96
2023-04-01,Lakshadweep,Diesel,MW,26.83
2023-04-01,Puducherry,Diesel,MW,0
2023-04-01,Tamil Nadu,Diesel,MW,211.7
2023-04-01,Telangana,Diesel,MW,0
2023-04-01,Arunachal Pradesh,Diesel,MW,0
2023-04-01,Assam,Diesel,MW,0
2023-04-01,Manipur,Diesel,MW,36
2023-04-01,Meghalaya,Diesel,MW,0
2023-04-01,Mizoram,Diesel,MW,0
2023-04-01,Nagaland,Diesel,MW,0
2023-04-01,Tripura,Diesel,MW,0
2023-05-01,Chandigarh,Diesel,MW,0
2023-05-01,Delhi,Diesel,MW,0
2023-05-01,Haryana,Diesel,MW,0
2023-05-01,Himachal Pradesh,Diesel,MW,0
2023-05-01,Jammu and Kashmir,Diesel,MW,0
2023-05-01,Ladakh,Diesel,MW,0
2023-05-01,Punjab,Diesel,MW,0
2023-05-01,Rajasthan,Diesel,MW,0
2023-05-01,Uttar Pradesh,Diesel,MW,0
2023-05-01,Uttarakhand,Diesel,MW,0
2023-05-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-05-01,Bihar,Diesel,MW,0
2023-05-01,Jharkhand,Diesel,MW,0
2023-05-01,Odisha,Diesel,MW,0
2023-05-01,Sikkim,Diesel,MW,0
2023-05-01,West Bengal,Diesel,MW,0
2023-05-01,Chhatisgarh,Diesel,MW,0
2023-05-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-05-01,Goa,Diesel,MW,0
2023-05-01,Gujarat,Diesel,MW,0
2023-05-01,Madhya Pradesh,Diesel,MW,0
2023-05-01,Maharashtra,Diesel,MW,0
2023-05-01,Andhra Pradesh,Diesel,MW,36.8
2023-05-01,Karnataka,Diesel,MW,25.2
2023-05-01,Kerala,Diesel,MW,159.96
2023-05-01,Lakshadweep,Diesel,MW,26.83
2023-05-01,Puducherry,Diesel,MW,0
2023-05-01,Tamil Nadu,Diesel,MW,211.7
2023-05-01,Telangana,Diesel,MW,0
2023-05-01,Arunachal Pradesh,Diesel,MW,0
2023-05-01,Assam,Diesel,MW,0
2023-05-01,Manipur,Diesel,MW,36
2023-05-01,Meghalaya,Diesel,MW,0
2023-05-01,Mizoram,Diesel,MW,0
2023-05-01,Nagaland,Diesel,MW,0
2023-05-01,Tripura,Diesel,MW,0
2023-06-01,Chandigarh,Diesel,MW,0
2023-06-01,Delhi,Diesel,MW,0
2023-06-01,Haryana,Diesel,MW,0
2023-06-01,Himachal Pradesh,Diesel,MW,0
2023-06-01,Jammu and Kashmir,Diesel,MW,0
2023-06-01,Ladakh,Diesel,MW,0
2023-06-01,Punjab,Diesel,MW,0
2023-06-01,Rajasthan,Diesel,MW,0
2023-06-01,Uttar Pradesh,Diesel,MW,0
2023-06-01,Uttarakhand,Diesel,MW,0
2023-06-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-06-01,Bihar,Diesel,MW,0
2023-06-01,Jharkhand,Diesel,MW,0
2023-06-01,Odisha,Diesel,MW,0
2023-06-01,Sikkim,Diesel,MW,0
2023-06-01,West Bengal,Diesel,MW,0
2023-06-01,Chhatisgarh,Diesel,MW,0
2023-06-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-06-01,Goa,Diesel,MW,0
2023-06-01,Gujarat,Diesel,MW,0
2023-06-01,Madhya Pradesh,Diesel,MW,0
2023-06-01,Maharashtra,Diesel,MW,0
2023-06-01,Andhra Pradesh,Diesel,MW,36.8
2023-06-01,Karnataka,Diesel,MW,25.2
2023-06-01,Kerala,Diesel,MW,159.96
2023-06-01,Lakshadweep,Diesel,MW,26.83
2023-06-01,Puducherry,Diesel,MW,0
2023-06-01,Tamil Nadu,Diesel,MW,211.7
2023-06-01,Telangana,Diesel,MW,0
2023-06-01,Arunachal Pradesh,Diesel,MW,0
2023-06-01,Assam,Diesel,MW,0
2023-06-01,Manipur,Diesel,MW,36
2023-06-01,Meghalaya,Diesel,MW,0
2023-06-01,Mizoram,Diesel,MW,0
2023-06-01,Nagaland,Diesel,MW,0
2023-06-01,Tripura,Diesel,MW,0
2023-07-01,Chandigarh,Diesel,MW,0
2023-07-01,Delhi,Diesel,MW,0
2023-07-01,Haryana,Diesel,MW,0
2023-07-01,Himachal Pradesh,Diesel,MW,0
2023-07-01,Jammu and Kashmir,Diesel,MW,0
2023-07-01,Ladakh,Diesel,MW,0
2023-07-01,Punjab,Diesel,MW,0
2023-07-01,Rajasthan,Diesel,MW,0
2023-07-01,Uttar Pradesh,Diesel,MW,0
2023-07-01,Uttarakhand,Diesel,MW,0
2023-07-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-07-01,Bihar,Diesel,MW,0
2023-07-01,Jharkhand,Diesel,MW,0
2023-07-01,Odisha,Diesel,MW,0
2023-07-01,Sikkim,Diesel,MW,0
2023-07-01,West Bengal,Diesel,MW,0
2023-07-01,Chhatisgarh,Diesel,MW,0
2023-07-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-07-01,Goa,Diesel,MW,0
2023-07-01,Gujarat,Diesel,MW,0
2023-07-01,Madhya Pradesh,Diesel,MW,0
2023-07-01,Maharashtra,Diesel,MW,0
2023-07-01,Andhra Pradesh,Diesel,MW,36.8
2023-07-01,Karnataka,Diesel,MW,25.2
2023-07-01,Kerala,Diesel,MW,159.96
2023-07-01,Lakshadweep,Diesel,MW,26.83
2023-07-01,Puducherry,Diesel,MW,0
2023-07-01,Tamil Nadu,Diesel,MW,211.7
2023-07-01,Telangana,Diesel,MW,0
2023-07-01,Arunachal Pradesh,Diesel,MW,0
2023-07-01,Assam,Diesel,MW,0
2023-07-01,Manipur,Diesel,MW,36
2023-07-01,Meghalaya,Diesel,MW,0
2023-07-01,Mizoram,Diesel,MW,0
2023-07-01,Nagaland,Diesel,MW,0
2023-07-01,Tripura,Diesel,MW,0
2023-08-01,Chandigarh,Diesel,MW,0
2023-08-01,Delhi,Diesel,MW,0
2023-08-01,Haryana,Diesel,MW,0
2023-08-01,Himachal Pradesh,Diesel,MW,0
2023-08-01,Jammu and Kashmir,Diesel,MW,0
2023-08-01,Ladakh,Diesel,MW,0
2023-08-01,Punjab,Diesel,MW,0
2023-08-01,Rajasthan,Diesel,MW,0
2023-08-01,Uttar Pradesh,Diesel,MW,0
2023-08-01,Uttarakhand,Diesel,MW,0
2023-08-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-08-01,Bihar,Diesel,MW,0
2023-08-01,Jharkhand,Diesel,MW,0
2023-08-01,Odisha,Diesel,MW,0
2023-08-01,Sikkim,Diesel,MW,0
2023-08-01,West Bengal,Diesel,MW,0
2023-08-01,Chhatisgarh,Diesel,MW,0
2023-08-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-08-01,Goa,Diesel,MW,0
2023-08-01,Gujarat,Diesel,MW,0
2023-08-01,Madhya Pradesh,Diesel,MW,0
2023-08-01,Maharashtra,Diesel,MW,0
2023-08-01,Andhra Pradesh,Diesel,MW,36.8
2023-08-01,Karnataka,Diesel,MW,25.2
2023-08-01,Kerala,Diesel,MW,159.96
2023-08-01,Lakshadweep,Diesel,MW,26.83
2023-08-01,Puducherry,Diesel,MW,0
2023-08-01,Tamil Nadu,Diesel,MW,211.7
2023-08-01,Telangana,Diesel,MW,0
2023-08-01,Arunachal Pradesh,Diesel,MW,0
2023-08-01,Assam,Diesel,MW,0
2023-08-01,Manipur,Diesel,MW,36
2023-08-01,Meghalaya,Diesel,MW,0
2023-08-01,Mizoram,Diesel,MW,0
2023-08-01,Nagaland,Diesel,MW,0
2023-08-01,Tripura,Diesel,MW,0
2023-09-01,Chandigarh,Diesel,MW,0
2023-09-01,Delhi,Diesel,MW,0
2023-09-01,Haryana,Diesel,MW,0
2023-09-01,Himachal Pradesh,Diesel,MW,0
2023-09-01,Jammu and Kashmir,Diesel,MW,0
2023-09-01,Ladakh,Diesel,MW,0
2023-09-01,Punjab,Diesel,MW,0
2023-09-01,Rajasthan,Diesel,MW,0
2023-09-01,Uttar Pradesh,Diesel,MW,0
2023-09-01,Uttarakhand,Diesel,MW,0
2023-09-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-09-01,Bihar,Diesel,MW,0
2023-09-01,Jharkhand,Diesel,MW,0
2023-09-01,Odisha,Diesel,MW,0
2023-09-01,Sikkim,Diesel,MW,0
2023-09-01,West Bengal,Diesel,MW,0
2023-09-01,Chhatisgarh,Diesel,MW,0
2023-09-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-09-01,Goa,Diesel,MW,0
2023-09-01,Gujarat,Diesel,MW,0
2023-09-01,Madhya Pradesh,Diesel,MW,0
2023-09-01,Maharashtra,Diesel,MW,0
2023-09-01,Andhra Pradesh,Diesel,MW,36.8
2023-09-01,Karnataka,Diesel,MW,25.2
2023-09-01,Kerala,Diesel,MW,159.96
2023-09-01,Lakshadweep,Diesel,MW,26.83
2023-09-01,Puducherry,Diesel,MW,0
2023-09-01,Tamil Nadu,Diesel,MW,211.7
2023-09-01,Telangana,Diesel,MW,0
2023-09-01,Arunachal Pradesh,Diesel,MW,0
2023-09-01,Assam,Diesel,MW,0
2023-09-01,Manipur,Diesel,MW,36
2023-09-01,Meghalaya,Diesel,MW,0
2023-09-01,Mizoram,Diesel,MW,0
2023-09-01,Nagaland,Diesel,MW,0
2023-09-01,Tripura,Diesel,MW,0
2023-10-01,Chandigarh,Diesel,MW,0
2023-10-01,Delhi,Diesel,MW,0
2023-10-01,Haryana,Diesel,MW,0
2023-10-01,Himachal Pradesh,Diesel,MW,0
2023-10-01,Jammu and Kashmir,Diesel,MW,0
2023-10-01,Ladakh,Diesel,MW,0
2023-10-01,Punjab,Diesel,MW,0
2023-10-01,Rajasthan,Diesel,MW,0
2023-10-01,Uttar Pradesh,Diesel,MW,0
2023-10-01,Uttarakhand,Diesel,MW,0
2023-10-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-10-01,Bihar,Diesel,MW,0
2023-10-01,Jharkhand,Diesel,MW,0
2023-10-01,Odisha,Diesel,MW,0
2023-10-01,Sikkim,Diesel,MW,0
2023-10-01,West Bengal,Diesel,MW,0
2023-10-01,Chhatisgarh,Diesel,MW,0
2023-10-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-10-01,Goa,Diesel,MW,0
2023-10-01,Gujarat,Diesel,MW,0
2023-10-01,Madhya Pradesh,Diesel,MW,0
2023-10-01,Maharashtra,Diesel,MW,0
2023-10-01,Andhra Pradesh,Diesel,MW,36.8
2023-10-01,Karnataka,Diesel,MW,25.2
2023-10-01,Kerala,Diesel,MW,159.96
2023-10-01,Lakshadweep,Diesel,MW,26.83
2023-10-01,Puducherry,Diesel,MW,0
2023-10-01,Tamil Nadu,Diesel,MW,211.7
2023-10-01,Telangana,Diesel,MW,0
2023-10-01,Arunachal Pradesh,Diesel,MW,0
2023-10-01,Assam,Diesel,MW,0
2023-10-01,Manipur,Diesel,MW,36
2023-10-01,Meghalaya,Diesel,MW,0
2023-10-01,Mizoram,Diesel,MW,0
2023-10-01,Nagaland,Diesel,MW,0
2023-10-01,Tripura,Diesel,MW,0
2023-11-01,Chandigarh,Diesel,MW,0
2023-11-01,Delhi,Diesel,MW,0
2023-11-01,Haryana,Diesel,MW,0
2023-11-01,Himachal Pradesh,Diesel,MW,0
2023-11-01,Jammu and Kashmir,Diesel,MW,0
2023-11-01,Ladakh,Diesel,MW,0
2023-11-01,Punjab,Diesel,MW,0
2023-11-01,Rajasthan,Diesel,MW,0
2023-11-01,Uttar Pradesh,Diesel,MW,0
2023-11-01,Uttarakhand,Diesel,MW,0
2023-11-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-11-01,Bihar,Diesel,MW,0
2023-11-01,Jharkhand,Diesel,MW,0
2023-11-01,Odisha,Diesel,MW,0
2023-11-01,Sikkim,Diesel,MW,0
2023-11-01,West Bengal,Diesel,MW,0
2023-11-01,Chhatisgarh,Diesel,MW,0
2023-11-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-11-01,Goa,Diesel,MW,0
2023-11-01,Gujarat,Diesel,MW,0
2023-11-01,Madhya Pradesh,Diesel,MW,0
2023-11-01,Maharashtra,Diesel,MW,0
2023-11-01,Andhra Pradesh,Diesel,MW,36.8
2023-11-01,Karnataka,Diesel,MW,25.2
2023-11-01,Kerala,Diesel,MW,159.96
2023-11-01,Lakshadweep,Diesel,MW,26.83
2023-11-01,Puducherry,Diesel,MW,0
2023-11-01,Tamil Nadu,Diesel,MW,211.7
2023-11-01,Telangana,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-11-01,Arunachal Pradesh,Diesel,MW,0
2023-11-01,Assam,Diesel,MW,0
2023-11-01,Manipur,Diesel,MW,36
2023-11-01,Meghalaya,Diesel,MW,0
2023-11-01,Mizoram,Diesel,MW,0
2023-11-01,Nagaland,Diesel,MW,0
2023-11-01,Tripura,Diesel,MW,0
2023-12-01,Chandigarh,Diesel,MW,0
2023-12-01,Delhi,Diesel,MW,0
2023-12-01,Haryana,Diesel,MW,0
2023-12-01,Himachal Pradesh,Diesel,MW,0
2023-12-01,Jammu and Kashmir,Diesel,MW,0
2023-12-01,Ladakh,Diesel,MW,0
2023-12-01,Punjab,Diesel,MW,0
2023-12-01,Rajasthan,Diesel,MW,0
2023-12-01,Uttar Pradesh,Diesel,MW,0
2023-12-01,Uttarakhand,Diesel,MW,0
2023-12-01,Andaman & Nicobar Islands,Diesel,MW,92.71
2023-12-01,Bihar,Diesel,MW,0
2023-12-01,Jharkhand,Diesel,MW,0
2023-12-01,Odisha,Diesel,MW,0
2023-12-01,Sikkim,Diesel,MW,0
2023-12-01,West Bengal,Diesel,MW,0
2023-12-01,Chhatisgarh,Diesel,MW,0
2023-12-01,Dadra and Nagar Haveli and Dam,Diesel,MW,0
2023-12-01,Goa,Diesel,MW,0
2023-12-01,Gujarat,Diesel,MW,0
2023-12-01,Madhya Pradesh,Diesel,MW,0
2023-12-01,Maharashtra,Diesel,MW,0
2023-12-01,Andhra Pradesh,Diesel,MW,36.8
2023-12-01,Karnataka,Diesel,MW,25.2
2023-12-01,Kerala,Diesel,MW,159.96
2023-12-01,Lakshadweep,Diesel,MW,26.83
2023-12-01,Puducherry,Diesel,MW,0
2023-12-01,Tamil Nadu,Diesel,MW,211.7
2023-12-01,Telangana,Diesel,MW,0
2023-12-01,Arunachal Pradesh,Diesel,MW,0
2023-12-01,Assam,Diesel,MW,0
2023-12-01,Manipur,Diesel,MW,36
2023-12-01,Meghalaya,Diesel,MW,0
2023-12-01,Mizoram,Diesel,MW,0
2023-12-01,Nagaland,Diesel,MW,0
2023-12-01,Tripura,Diesel,MW,0
2019-01-01,Chandigarh,Gas,MW,0
2019-01-01,Delhi,Gas,MW,2208.4
2019-01-01,Haryana,Gas,MW,431.59
2019-01-01,Himachal Pradesh,Gas,MW,0
2019-01-01,Jammu and Kashmir,Gas,MW,175
2019-01-01,Punjab,Gas,MW,0
2019-01-01,Rajasthan,Gas,MW,1023.13
2019-01-01,Uttar Pradesh,Gas,MW,1493.14
2019-01-01,Uttarakhand,Gas,MW,450
2019-01-01,Andaman & Nicobar Islands,Gas,MW,0
2019-01-01,Bihar,Gas,MW,0
2019-01-01,Jharkhand,Gas,MW,0
2019-01-01,Odisha,Gas,MW,0
2019-01-01,Sikkim,Gas,MW,0
2019-01-01,West Bengal,Gas,MW,100
2019-01-01,Chhatisgarh,Gas,MW,0
