Month,State,Source,Unit,Installed_Capacity
2021-09-01,Punjab,Hydro,MW,1096.3
2021-09-01,Rajasthan,Hydro,MW,411
2021-09-01,Uttar Pradesh,Hydro,MW,501.6
2021-09-01,Uttarakhand,Hydro,MW,3855.35
2021-09-01,Andaman & Nicobar Islands,Hydro,MW,0
2021-09-01,Bihar,Hydro,MW,0
2021-09-01,Jharkhand,Hydro,MW,210
2021-09-01,Odisha,Hydro,MW,2142.25
2021-09-01,Sikkim,Hydro,MW,2282
2021-09-01,West Bengal,Hydro,MW,1341.2
2021-09-01,Chhatisgarh,Hydro,MW,120
2021-09-01,Dadra & Nagar Haveli,Hydro,MW,0
2021-09-01,Daman & Diu,Hydro,MW,0
2021-09-01,Goa,Hydro,MW,0
2021-09-01,Gujarat,Hydro,MW,1990
2021-09-01,Madhya Pradesh,Hydro,MW,2235
2021-09-01,Maharashtra,Hydro,MW,3047
2021-09-01,Andhra Pradesh,Hydro,MW,1610
2021-09-01,Karnataka,Hydro,MW,3689.2
2021-09-01,Kerala,Hydro,MW,1856.5
2021-09-01,Lakshadweep,Hydro,MW,0
2021-09-01,Puducherry,Hydro,MW,0
2021-09-01,Tamil Nadu,Hydro,MW,2178.2
2021-09-01,Telangana,Hydro,MW,2405.6
2021-09-01,Arunachal Pradesh,Hydro,MW,1115
2021-09-01,Assam,Hydro,MW,350
2021-09-01,Manipur,Hydro,MW,105
2021-09-01,Meghalaya,Hydro,MW,322
2021-09-01,Mizoram,Hydro,MW,60
2021-09-01,Nagaland,Hydro,MW,75
2021-09-01,Tripura,Hydro,MW,0
2021-10-01,Chandigarh,Hydro,MW,0
2021-10-01,Delhi,Hydro,MW,0
2021-10-01,Haryana,Hydro,MW,0
2021-10-01,Himachal Pradesh,Hydro,MW,10065.02
2021-10-01,Jammu and Kashmir,Hydro,MW,3360
2021-10-01,Ladakh,Hydro,MW,89
2021-10-01,Punjab,Hydro,MW,1096.3
2021-10-01,Rajasthan,Hydro,MW,411
2021-10-01,Uttar Pradesh,Hydro,MW,501.6
2021-10-01,Uttarakhand,Hydro,MW,3855.35
2021-10-01,Andaman & Nicobar Islands,Hydro,MW,0
2021-10-01,Bihar,Hydro,MW,0
2021-10-01,Jharkhand,Hydro,MW,210
2021-10-01,Odisha,Hydro,MW,2142.25
2021-10-01,Sikkim,Hydro,MW,2282
2021-10-01,West Bengal,Hydro,MW,1341.2
2021-10-01,Chhatisgarh,Hydro,MW,120
2021-10-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2021-10-01,Goa,Hydro,MW,0
2021-10-01,Gujarat,Hydro,MW,1990
2021-10-01,Madhya Pradesh,Hydro,MW,2235
2021-10-01,Maharashtra,Hydro,MW,3047
2021-10-01,Andhra Pradesh,Hydro,MW,1610
2021-10-01,Karnataka,Hydro,MW,3689.2
2021-10-01,Kerala,Hydro,MW,1856.5
2021-10-01,Lakshadweep,Hydro,MW,0
2021-10-01,Puducherry,Hydro,MW,0
2021-10-01,Tamil Nadu,Hydro,MW,2178.2
2021-10-01,Telangana,Hydro,MW,2405.6
2021-10-01,Arunachal Pradesh,Hydro,MW,1115
2021-10-01,Assam,Hydro,MW,350
2021-10-01,Manipur,Hydro,MW,105
2021-10-01,Meghalaya,Hydro,MW,322
2021-10-01,Mizoram,Hydro,MW,60
2021-10-01,Nagaland,Hydro,MW,75
2021-10-01,Tripura,Hydro,MW,0
2021-11-01,Chandigarh,Hydro,MW,0
2021-11-01,Delhi,Hydro,MW,0
2021-11-01,Haryana,Hydro,MW,0
2021-11-01,Himachal Pradesh,Hydro,MW,10065.02
2021-11-01,Jammu and Kashmir,Hydro,MW,3360
2021-11-01,Ladakh,Hydro,MW,89
2021-11-01,Punjab,Hydro,MW,1096.3
2021-11-01,Rajasthan,Hydro,MW,411
2021-11-01,Uttar Pradesh,Hydro,MW,501.6
2021-11-01,Uttarakhand,Hydro,MW,3855.35
2021-11-01,Andaman & Nicobar Islands,Hydro,MW,0
2021-11-01,Bihar,Hydro,MW,0
2021-11-01,Jharkhand,Hydro,MW,210
2021-11-01,Odisha,Hydro,MW,2142.25
2021-11-01,Sikkim,Hydro,MW,2282
2021-11-01,West Bengal,Hydro,MW,1341.2
2021-11-01,Chhatisgarh,Hydro,MW,120
2021-11-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2021-11-01,Goa,Hydro,MW,0
2021-11-01,Gujarat,Hydro,MW,1990
2021-11-01,Madhya Pradesh,Hydro,MW,2235
2021-11-01,Maharashtra,Hydro,MW,3047
2021-11-01,Andhra Pradesh,Hydro,MW,1610
2021-11-01,Karnataka,Hydro,MW,3689.2
2021-11-01,Kerala,Hydro,MW,1856.5
2021-11-01,Lakshadweep,Hydro,MW,0
2021-11-01,Puducherry,Hydro,MW,0
2021-11-01,Tamil Nadu,Hydro,MW,2178.2
2021-11-01,Telangana,Hydro,MW,2405.6
2021-11-01,Arunachal Pradesh,Hydro,MW,1115
2021-11-01,Assam,Hydro,MW,350
2021-11-01,Manipur,Hydro,MW,105
2021-11-01,Meghalaya,Hydro,MW,322
2021-11-01,Mizoram,Hydro,MW,60
2021-11-01,Nagaland,Hydro,MW,75
2021-11-01,Tripura,Hydro,MW,0
2021-12-01,Chandigarh,Hydro,MW,0
2021-12-01,Delhi,Hydro,MW,0
2021-12-01,Haryana,Hydro,MW,0
2021-12-01,Himachal Pradesh,Hydro,MW,10065.02
2021-12-01,Jammu and Kashmir,Hydro,MW,3360
2021-12-01,Ladakh,Hydro,MW,89
2021-12-01,Punjab,Hydro,MW,1096.3
2021-12-01,Rajasthan,Hydro,MW,411
2021-12-01,Uttar Pradesh,Hydro,MW,501.6
2021-12-01,Uttarakhand,Hydro,MW,3855.35
2021-12-01,Andaman & Nicobar Islands,Hydro,MW,0
2021-12-01,Bihar,Hydro,MW,0
2021-12-01,Jharkhand,Hydro,MW,210
2021-12-01,Odisha,Hydro,MW,2142.25
2021-12-01,Sikkim,Hydro,MW,2282
2021-12-01,West Bengal,Hydro,MW,1341.2
2021-12-01,Chhatisgarh,Hydro,MW,120
2021-12-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2021-12-01,Goa,Hydro,MW,0
2021-12-01,Gujarat,Hydro,MW,1990
2021-12-01,Madhya Pradesh,Hydro,MW,2235
2021-12-01,Maharashtra,Hydro,MW,3047
2021-12-01,Andhra Pradesh,Hydro,MW,1610
2021-12-01,Karnataka,Hydro,MW,3689.2
2021-12-01,Kerala,Hydro,MW,1856.5
2021-12-01,Lakshadweep,Hydro,MW,0
2021-12-01,Puducherry,Hydro,MW,0
2021-12-01,Tamil Nadu,Hydro,MW,2178.2
2021-12-01,Telangana,Hydro,MW,2405.6
2021-12-01,Arunachal Pradesh,Hydro,MW,1115
2021-12-01,Assam,Hydro,MW,350
2021-12-01,Manipur,Hydro,MW,105
2021-12-01,Meghalaya,Hydro,MW,322
2021-12-01,Mizoram,Hydro,MW,60
2021-12-01,Nagaland,Hydro,MW,75
2021-12-01,Tripura,Hydro,MW,0
2022-01-01,Chandigarh,Hydro,MW,0
2022-01-01,Delhi,Hydro,MW,0
2022-01-01,Haryana,Hydro,MW,0
2022-01-01,Himachal Pradesh,Hydro,MW,10065.02
2022-01-01,Jammu and Kashmir,Hydro,MW,3360
2022-01-01,Ladakh,Hydro,MW,89
2022-01-01,Punjab,Hydro,MW,1096.3
2022-01-01,Rajasthan,Hydro,MW,411
2022-01-01,Uttar Pradesh,Hydro,MW,501.6
2022-01-01,Uttarakhand,Hydro,MW,3855.35
2022-01-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-01-01,Bihar,Hydro,MW,0
2022-01-01,Jharkhand,Hydro,MW,210
2022-01-01,Odisha,Hydro,MW,2142.25
2022-01-01,Sikkim,Hydro,MW,2282
2022-01-01,West Bengal,Hydro,MW,1341.2
2022-01-01,Chhatisgarh,Hydro,MW,120
2022-01-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-01-01,Goa,Hydro,MW,0
2022-01-01,Gujarat,Hydro,MW,1990
2022-01-01,Madhya Pradesh,Hydro,MW,2235
2022-01-01,Maharashtra,Hydro,MW,3047
2022-01-01,Andhra Pradesh,Hydro,MW,1610
2022-01-01,Karnataka,Hydro,MW,3689.2
2022-01-01,Kerala,Hydro,MW,1856.5
2022-01-01,Lakshadweep,Hydro,MW,0
2022-01-01,Puducherry,Hydro,MW,0
2022-01-01,Tamil Nadu,Hydro,MW,2178.2
2022-01-01,Telangana,Hydro,MW,2405.6
2022-01-01,Arunachal Pradesh,Hydro,MW,1115
2022-01-01,Assam,Hydro,MW,350
2022-01-01,Manipur,Hydro,MW,105
2022-01-01,Meghalaya,Hydro,MW,322
2022-01-01,Mizoram,Hydro,MW,60
2022-01-01,Nagaland,Hydro,MW,75
2022-01-01,Tripura,Hydro,MW,0
2022-02-01,Chandigarh,Hydro,MW,0
2022-02-01,Delhi,Hydro,MW,0
2022-02-01,Haryana,Hydro,MW,0
2022-02-01,Himachal Pradesh,Hydro,MW,10065.02
2022-02-01,Jammu and Kashmir,Hydro,MW,3360
2022-02-01,Ladakh,Hydro,MW,89
2022-02-01,Punjab,Hydro,MW,1096.3
2022-02-01,Rajasthan,Hydro,MW,411
2022-02-01,Uttar Pradesh,Hydro,MW,501.6
2022-02-01,Uttarakhand,Hydro,MW,3855.35
2022-02-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-02-01,Bihar,Hydro,MW,0
2022-02-01,Jharkhand,Hydro,MW,210
2022-02-01,Odisha,Hydro,MW,2154.55
2022-02-01,Sikkim,Hydro,MW,2282
2022-02-01,West Bengal,Hydro,MW,1341.2
2022-02-01,Chhatisgarh,Hydro,MW,120
2022-02-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-02-01,Goa,Hydro,MW,0
2022-02-01,Gujarat,Hydro,MW,1990
2022-02-01,Madhya Pradesh,Hydro,MW,2235
2022-02-01,Maharashtra,Hydro,MW,3047
2022-02-01,Andhra Pradesh,Hydro,MW,1610
2022-02-01,Karnataka,Hydro,MW,3689.2
2022-02-01,Kerala,Hydro,MW,1856.5
2022-02-01,Lakshadweep,Hydro,MW,0
2022-02-01,Puducherry,Hydro,MW,0
2022-02-01,Tamil Nadu,Hydro,MW,2178.2
2022-02-01,Telangana,Hydro,MW,2405.6
2022-02-01,Arunachal Pradesh,Hydro,MW,1115
2022-02-01,Assam,Hydro,MW,350
2022-02-01,Manipur,Hydro,MW,105
2022-02-01,Meghalaya,Hydro,MW,322
2022-02-01,Mizoram,Hydro,MW,60
2022-02-01,Nagaland,Hydro,MW,75
2022-02-01,Tripura,Hydro,MW,0
2022-03-01,Chandigarh,Hydro,MW,0
2022-03-01,Delhi,Hydro,MW,0
2022-03-01,Haryana,Hydro,MW,0
2022-03-01,Himachal Pradesh,Hydro,MW,10263.02
2022-03-01,Jammu and Kashmir,Hydro,MW,3360
2022-03-01,Ladakh,Hydro,MW,89
2022-03-01,Punjab,Hydro,MW,1096.3
2022-03-01,Rajasthan,Hydro,MW,411
2022-03-01,Uttar Pradesh,Hydro,MW,501.6
2022-03-01,Uttarakhand,Hydro,MW,3855.35
2022-03-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-03-01,Bihar,Hydro,MW,0
2022-03-01,Jharkhand,Hydro,MW,210
2022-03-01,Odisha,Hydro,MW,2154.55
2022-03-01,Sikkim,Hydro,MW,2282
2022-03-01,West Bengal,Hydro,MW,1341.2
2022-03-01,Chhatisgarh,Hydro,MW,120
2022-03-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-03-01,Goa,Hydro,MW,0
2022-03-01,Gujarat,Hydro,MW,1990
2022-03-01,Madhya Pradesh,Hydro,MW,2235
2022-03-01,Maharashtra,Hydro,MW,3047
2022-03-01,Andhra Pradesh,Hydro,MW,1610
2022-03-01,Karnataka,Hydro,MW,3689.2
2022-03-01,Kerala,Hydro,MW,1856.5
2022-03-01,Lakshadweep,Hydro,MW,0
2022-03-01,Puducherry,Hydro,MW,0
2022-03-01,Tamil Nadu,Hydro,MW,2178.2
2022-03-01,Telangana,Hydro,MW,2405.6
2022-03-01,Arunachal Pradesh,Hydro,MW,1115
2022-03-01,Assam,Hydro,MW,350
2022-03-01,Manipur,Hydro,MW,105
2022-03-01,Meghalaya,Hydro,MW,322
2022-03-01,Mizoram,Hydro,MW,60
2022-03-01,Nagaland,Hydro,MW,75
2022-03-01,Tripura,Hydro,MW,0
2022-04-01,Chandigarh,Hydro,MW,0
2022-04-01,Delhi,Hydro,MW,0
2022-04-01,Haryana,Hydro,MW,0
2022-04-01,Himachal Pradesh,Hydro,MW,10263.02
2022-04-01,Jammu and Kashmir,Hydro,MW,3360
2022-04-01,Ladakh,Hydro,MW,89
2022-04-01,Punjab,Hydro,MW,1096.3
2022-04-01,Rajasthan,Hydro,MW,411
2022-04-01,Uttar Pradesh,Hydro,MW,501.6
2022-04-01,Uttarakhand,Hydro,MW,3855.35
2022-04-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-04-01,Bihar,Hydro,MW,0
2022-04-01,Jharkhand,Hydro,MW,210
2022-04-01,Odisha,Hydro,MW,2154.55
2022-04-01,Sikkim,Hydro,MW,2282
2022-04-01,West Bengal,Hydro,MW,1341.2
2022-04-01,Chhatisgarh,Hydro,MW,120
2022-04-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-04-01,Goa,Hydro,MW,0
2022-04-01,Gujarat,Hydro,MW,1990
2022-04-01,Madhya Pradesh,Hydro,MW,2235
2022-04-01,Maharashtra,Hydro,MW,3047
2022-04-01,Andhra Pradesh,Hydro,MW,1610
2022-04-01,Karnataka,Hydro,MW,3689.2
2022-04-01,Kerala,Hydro,MW,1856.5
2022-04-01,Lakshadweep,Hydro,MW,0
2022-04-01,Puducherry,Hydro,MW,0
2022-04-01,Tamil Nadu,Hydro,MW,2178.2
2022-04-01,Telangana,Hydro,MW,2405.6
2022-04-01,Arunachal Pradesh,Hydro,MW,1115
2022-04-01,Assam,Hydro,MW,350
2022-04-01,Manipur,Hydro,MW,105
2022-04-01,Meghalaya,Hydro,MW,322
2022-04-01,Mizoram,Hydro,MW,60
2022-04-01,Nagaland,Hydro,MW,75
2022-04-01,Tripura,Hydro,MW,0
2022-05-01,Chandigarh,Hydro,MW,0
2022-05-01,Delhi,Hydro,MW,0
2022-05-01,Haryana,Hydro,MW,0
2022-05-01,Himachal Pradesh,Hydro,MW,10263.02
2022-05-01,Jammu and Kashmir,Hydro,MW,3360
2022-05-01,Ladakh,Hydro,MW,89
2022-05-01,Punjab,Hydro,MW,1096.3
2022-05-01,Rajasthan,Hydro,MW,411
2022-05-01,Uttar Pradesh,Hydro,MW,501.6
2022-05-01,Uttarakhand,Hydro,MW,3855.35
2022-05-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-05-01,Bihar,Hydro,MW,0
2022-05-01,Jharkhand,Hydro,MW,210
2022-05-01,Odisha,Hydro,MW,2154.55
2022-05-01,Sikkim,Hydro,MW,2282
2022-05-01,West Bengal,Hydro,MW,1341.2
2022-05-01,Chhatisgarh,Hydro,MW,120
2022-05-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-05-01,Goa,Hydro,MW,0
2022-05-01,Gujarat,Hydro,MW,1990
2022-05-01,Madhya Pradesh,Hydro,MW,2235
2022-05-01,Maharashtra,Hydro,MW,3047
2022-05-01,Andhra Pradesh,Hydro,MW,1610
2022-05-01,Karnataka,Hydro,MW,3689.2
2022-05-01,Kerala,Hydro,MW,1856.5
2022-05-01,Lakshadweep,Hydro,MW,0
2022-05-01,Puducherry,Hydro,MW,0
2022-05-01,Tamil Nadu,Hydro,MW,2178.2
2022-05-01,Telangana,Hydro,MW,2405.6
2022-05-01,Arunachal Pradesh,Hydro,MW,1115
2022-05-01,Assam,Hydro,MW,350
2022-05-01,Manipur,Hydro,MW,105
2022-05-01,Meghalaya,Hydro,MW,322
2022-05-01,Mizoram,Hydro,MW,60
2022-05-01,Nagaland,Hydro,MW,75
2022-05-01,Tripura,Hydro,MW,0
2022-06-01,Chandigarh,Hydro,MW,0
2022-06-01,Delhi,Hydro,MW,0
2022-06-01,Haryana,Hydro,MW,0
2022-06-01,Himachal Pradesh,Hydro,MW,10263.02
2022-06-01,Jammu and Kashmir,Hydro,MW,3360
2022-06-01,Ladakh,Hydro,MW,89
2022-06-01,Punjab,Hydro,MW,1096.3
2022-06-01,Rajasthan,Hydro,MW,411
2022-06-01,Uttar Pradesh,Hydro,MW,501.6
2022-06-01,Uttarakhand,Hydro,MW,3975.35
2022-06-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-06-01,Bihar,Hydro,MW,0
2022-06-01,Jharkhand,Hydro,MW,210
2022-06-01,Odisha,Hydro,MW,2154.55
2022-06-01,Sikkim,Hydro,MW,2282
2022-06-01,West Bengal,Hydro,MW,1341.2
2022-06-01,Chhatisgarh,Hydro,MW,120
2022-06-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-06-01,Goa,Hydro,MW,0
2022-06-01,Gujarat,Hydro,MW,1990
2022-06-01,Madhya Pradesh,Hydro,MW,2235
2022-06-01,Maharashtra,Hydro,MW,3047
2022-06-01,Andhra Pradesh,Hydro,MW,1610
2022-06-01,Karnataka,Hydro,MW,3689.2
2022-06-01,Kerala,Hydro,MW,1864.15
2022-06-01,Lakshadweep,Hydro,MW,0
2022-06-01,Puducherry,Hydro,MW,0
2022-06-01,Tamil Nadu,Hydro,MW,2178.2
2022-06-01,Telangana,Hydro,MW,2405.6
2022-06-01,Arunachal Pradesh,Hydro,MW,1115
2022-06-01,Assam,Hydro,MW,350
2022-06-01,Manipur,Hydro,MW,105
2022-06-01,Meghalaya,Hydro,MW,322
2022-06-01,Mizoram,Hydro,MW,60
2022-06-01,Nagaland,Hydro,MW,75
2022-06-01,Tripura,Hydro,MW,0
2022-07-01,Chandigarh,Hydro,MW,0
2022-07-01,Delhi,Hydro,MW,0
2022-07-01,Haryana,Hydro,MW,0
2022-07-01,Himachal Pradesh,Hydro,MW,10263.02
2022-07-01,Jammu and Kashmir,Hydro,MW,3360
2022-07-01,Ladakh,Hydro,MW,89
2022-07-01,Punjab,Hydro,MW,1096.3
2022-07-01,Rajasthan,Hydro,MW,411
2022-07-01,Uttar Pradesh,Hydro,MW,501.6
2022-07-01,Uttarakhand,Hydro,MW,3975.35
2022-07-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-07-01,Bihar,Hydro,MW,0
2022-07-01,Jharkhand,Hydro,MW,210
2022-07-01,Odisha,Hydro,MW,2154.55
2022-07-01,Sikkim,Hydro,MW,2282
2022-07-01,West Bengal,Hydro,MW,1341.2
2022-07-01,Chhatisgarh,Hydro,MW,120
2022-07-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-07-01,Goa,Hydro,MW,0
2022-07-01,Gujarat,Hydro,MW,1990
2022-07-01,Madhya Pradesh,Hydro,MW,2235
2022-07-01,Maharashtra,Hydro,MW,3047
2022-07-01,Andhra Pradesh,Hydro,MW,1610
2022-07-01,Karnataka,Hydro,MW,3689.2
2022-07-01,Kerala,Hydro,MW,1864.15
2022-07-01,Lakshadweep,Hydro,MW,0
2022-07-01,Puducherry,Hydro,MW,0
2022-07-01,Tamil Nadu,Hydro,MW,2178.2
2022-07-01,Telangana,Hydro,MW,2405.6
2022-07-01,Arunachal Pradesh,Hydro,MW,1115
2022-07-01,Assam,Hydro,MW,350
2022-07-01,Manipur,Hydro,MW,105
2022-07-01,Meghalaya,Hydro,MW,322
2022-07-01,Mizoram,Hydro,MW,60
2022-07-01,Nagaland,Hydro,MW,75
2022-07-01,Tripura,Hydro,MW,0
2022-08-01,Chandigarh,Hydro,MW,0
2022-08-01,Delhi,Hydro,MW,0
2022-08-01,Haryana,Hydro,MW,0
2022-08-01,Himachal Pradesh,Hydro,MW,10263.02
2022-08-01,Jammu and Kashmir,Hydro,MW,3360
2022-08-01,Ladakh,Hydro,MW,89
2022-08-01,Punjab,Hydro,MW,1096.3
2022-08-01,Rajasthan,Hydro,MW,411
2022-08-01,Uttar Pradesh,Hydro,MW,501.6
2022-08-01,Uttarakhand,Hydro,MW,3975.35
2022-08-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-08-01,Bihar,Hydro,MW,0
2022-08-01,Jharkhand,Hydro,MW,210
2022-08-01,Odisha,Hydro,MW,2154.55
2022-08-01,Sikkim,Hydro,MW,2282
2022-08-01,West Bengal,Hydro,MW,1341.2
2022-08-01,Chhatisgarh,Hydro,MW,120
2022-08-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-08-01,Goa,Hydro,MW,0
2022-08-01,Gujarat,Hydro,MW,1990
2022-08-01,Madhya Pradesh,Hydro,MW,2235
2022-08-01,Maharashtra,Hydro,MW,3047
2022-08-01,Andhra Pradesh,Hydro,MW,1610
2022-08-01,Karnataka,Hydro,MW,3689.2
2022-08-01,Kerala,Hydro,MW,1864.15
2022-08-01,Lakshadweep,Hydro,MW,0
2022-08-01,Puducherry,Hydro,MW,0
2022-08-01,Tamil Nadu,Hydro,MW,2178.2
2022-08-01,Telangana,Hydro,MW,2405.6
2022-08-01,Arunachal Pradesh,Hydro,MW,1115
2022-08-01,Assam,Hydro,MW,350
2022-08-01,Manipur,Hydro,MW,105
2022-08-01,Meghalaya,Hydro,MW,322
2022-08-01,Mizoram,Hydro,MW,60
2022-08-01,Nagaland,Hydro,MW,75
2022-08-01,Tripura,Hydro,MW,0
2022-09-01,Chandigarh,Hydro,MW,0
2022-09-01,Delhi,Hydro,MW,0
2022-09-01,Haryana,Hydro,MW,0
2022-09-01,Himachal Pradesh,Hydro,MW,10263.02
2022-09-01,Jammu and Kashmir,Hydro,MW,3360
2022-09-01,Ladakh,Hydro,MW,89
2022-09-01,Punjab,Hydro,MW,1096.3
2022-09-01,Rajasthan,Hydro,MW,411
2022-09-01,Uttar Pradesh,Hydro,MW,501.6
2022-09-01,Uttarakhand,Hydro,MW,3975.35
2022-09-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-09-01,Bihar,Hydro,MW,0
2022-09-01,Jharkhand,Hydro,MW,210
2022-09-01,Odisha,Hydro,MW,2154.55
2022-09-01,Sikkim,Hydro,MW,2282
2022-09-01,West Bengal,Hydro,MW,1341.2
2022-09-01,Chhatisgarh,Hydro,MW,120
2022-09-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-09-01,Goa,Hydro,MW,0
2022-09-01,Gujarat,Hydro,MW,1990
2022-09-01,Madhya Pradesh,Hydro,MW,2235
2022-09-01,Maharashtra,Hydro,MW,3047
2022-09-01,Andhra Pradesh,Hydro,MW,1610
2022-09-01,Karnataka,Hydro,MW,3689.2
2022-09-01,Kerala,Hydro,MW,1864.15
2022-09-01,Lakshadweep,Hydro,MW,0
2022-09-01,Puducherry,Hydro,MW,0
2022-09-01,Tamil Nadu,Hydro,MW,2178.2
2022-09-01,Telangana,Hydro,MW,2405.6
2022-09-01,Arunachal Pradesh,Hydro,MW,1115
2022-09-01,Assam,Hydro,MW,350
2022-09-01,Manipur,Hydro,MW,105
2022-09-01,Meghalaya,Hydro,MW,322
2022-09-01,Mizoram,Hydro,MW,60
2022-09-01,Nagaland,Hydro,MW,75
2022-09-01,Tripura,Hydro,MW,0
2022-10-01,Chandigarh,Hydro,MW,0
2022-10-01,Delhi,Hydro,MW,0
2022-10-01,Haryana,Hydro,MW,0
2022-10-01,Himachal Pradesh,Hydro,MW,10263.02
2022-10-01,Jammu and Kashmir,Hydro,MW,3360
2022-10-01,Ladakh,Hydro,MW,89
2022-10-01,Punjab,Hydro,MW,1096.3
2022-10-01,Rajasthan,Hydro,MW,411
2022-10-01,Uttar Pradesh,Hydro,MW,501.6
2022-10-01,Uttarakhand,Hydro,MW,3975.35
2022-10-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-10-01,Bihar,Hydro,MW,0
2022-10-01,Jharkhand,Hydro,MW,210
2022-10-01,Odisha,Hydro,MW,2154.55
2022-10-01,Sikkim,Hydro,MW,2282
2022-10-01,West Bengal,Hydro,MW,1341.2
2022-10-01,Chhatisgarh,Hydro,MW,120
2022-10-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-10-01,Goa,Hydro,MW,0
2022-10-01,Gujarat,Hydro,MW,1990
2022-10-01,Madhya Pradesh,Hydro,MW,2235
2022-10-01,Maharashtra,Hydro,MW,3047
2022-10-01,Andhra Pradesh,Hydro,MW,1610
2022-10-01,Karnataka,Hydro,MW,3689.2
2022-10-01,Kerala,Hydro,MW,1864.15
2022-10-01,Lakshadweep,Hydro,MW,0
2022-10-01,Puducherry,Hydro,MW,0
2022-10-01,Tamil Nadu,Hydro,MW,2178.2
2022-10-01,Telangana,Hydro,MW,2405.6
2022-10-01,Arunachal Pradesh,Hydro,MW,1115
2022-10-01,Assam,Hydro,MW,350
2022-10-01,Manipur,Hydro,MW,105
2022-10-01,Meghalaya,Hydro,MW,322
2022-10-01,Mizoram,Hydro,MW,60
2022-10-01,Nagaland,Hydro,MW,75
2022-10-01,Tripura,Hydro,MW,0
2022-11-01,Chandigarh,Hydro,MW,0
2022-11-01,Delhi,Hydro,MW,0
2022-11-01,Haryana,Hydro,MW,0
2022-11-01,Himachal Pradesh,Hydro,MW,10263.02
2022-11-01,Jammu and Kashmir,Hydro,MW,3360
2022-11-01,Ladakh,Hydro,MW,89
2022-11-01,Punjab,Hydro,MW,1096.3
2022-11-01,Rajasthan,Hydro,MW,411
2022-11-01,Uttar Pradesh,Hydro,MW,501.6
2022-11-01,Uttarakhand,Hydro,MW,3975.35
2022-11-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-11-01,Bihar,Hydro,MW,0
2022-11-01,Jharkhand,Hydro,MW,210
2022-11-01,Odisha,Hydro,MW,2154.55
2022-11-01,Sikkim,Hydro,MW,2282
2022-11-01,West Bengal,Hydro,MW,1341.2
2022-11-01,Chhatisgarh,Hydro,MW,120
2022-11-01,Dadra and Nagar Haveli and Dam,Hydro,MW,0
2022-11-01,Goa,Hydro,MW,0
2022-11-01,Gujarat,Hydro,MW,1990
2022-11-01,Madhya Pradesh,Hydro,MW,2235
2022-11-01,Maharashtra,Hydro,MW,3047
2022-11-01,Andhra Pradesh,Hydro,MW,1610
2022-11-01,Karnataka,Hydro,MW,3689.2
2022-11-01,Kerala,Hydro,MW,1864.15
2022-11-01,Lakshadweep,Hydro,MW,0
2022-11-01,Puducherry,Hydro,MW,0
2022-11-01,Tamil Nadu,Hydro,MW,2178.2
2022-11-01,Telangana,Hydro,MW,2405.6
2022-11-01,Arunachal Pradesh,Hydro,MW,1115
2022-11-01,Assam,Hydro,MW,350
2022-11-01,Manipur,Hydro,MW,105
2022-11-01,Meghalaya,Hydro,MW,322
2022-11-01,Mizoram,Hydro,MW,60
2022-11-01,Nagaland,Hydro,MW,75
2022-11-01,Tripura,Hydro,MW,0
2022-12-01,Chandigarh,Hydro,MW,0
2022-12-01,Delhi,Hydro,MW,0
2022-12-01,Haryana,Hydro,MW,0
2022-12-01,Himachal Pradesh,Hydro,MW,10263.02
2022-12-01,Jammu and Kashmir,Hydro,MW,3360
2022-12-01,Ladakh,Hydro,MW,89
2022-12-01,Punjab,Hydro,MW,1096.3
2022-12-01,Rajasthan,Hydro,MW,411
2022-12-01,Uttar Pradesh,Hydro,MW,501.6
2022-12-01,Uttarakhand,Hydro,MW,3975.35
2022-12-01,Andaman & Nicobar Islands,Hydro,MW,0
2022-12-01,Bihar,Hydro,MW,0
2022-12-01,Jharkhand,Hydro,MW,210
2022-12-01,Odisha,Hydro,MW,2154.55
2022-12-01,Sikkim,Hydro,MW,2282
2022-12-01,West Bengal,Hydro,MW,1341.2
